loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
12500,36 months,17.97,451.72,E,3 years,RENT,92600,Not Verified,debt_consolidation,8.22,0,670,15.8,Fully Paid
21100,36 months,11.24,693.19,B,1 year,RENT,54100,Source Verified,debt_consolidation,7.4,1,683,32.1,Fully Paid
6500,36 months,7.1,201.0,A,10+ years,RENT,42700,Not Verified,medical,9.94,0,738,28.2,Fully Paid
7100,36 months,11.47,234.03,B,1 year,MORTGAGE,53200,Source Verified,debt_consolidation,27.08,2,692,73.7,Fully Paid
23400,36 months,13.64,795.67,C,2 years,MORTGAGE,103100,Source Verified,debt_consolidation,6.7,1,694,70.9,Fully Paid
14000,36 months,16.55,496.01,D,10+ years,OWN,21800,Source Verified,credit_card,18.48,0,691,13.2,Fully Paid
14800,36 months,7.45,460.03,A,10+ years,RENT,62000,Source Verified,debt_consolidation,20.64,1,739,49.9,Charged Off
9900,60 months,19.03,256.97,E,< 1 year,MORTGAGE,98300,Not Verified,debt_consolidation,18.05,0,671,57.7,Fully Paid
5900,60 months,7.55,118.36,A,10+ years,MORTGAGE,170600,Not Verified,debt_consolidation,35.82,1,748,54.4,Fully Paid
18500,36 months,20.63,693.48,D,< 1 year,MORTGAGE,105000,Source Verified,car,27.01,0,676,69.7,Fully Paid
2100,36 months,10.86,68.61,B,5 years,MORTGAGE,308900,Not Verified,credit_card,16.43,0,724,20.6,Fully Paid
7400,60 months,6.15,143.58,A,10+ years,MORTGAGE,123500,Verified,debt_consolidation,13.23,1,730,43.0,Fully Paid
9000,36 months,11.33,296.06,C,5 years,MORTGAGE,39100,Verified,credit_card,9.7,1,736,45.5,Fully Paid
10100,36 months,6.66,310.29,A,10+ years,MORTGAGE,86600,Not Verified,credit_card,26.76,1,753,43.0,Charged Off
6700,36 months,12.71,224.81,C,1 year,MORTGAGE,54800,Source Verified,debt_consolidation,27.06,1,683,41.2,Charged Off
12300,36 months,7.8,384.3,A,10+ years,MORTGAGE,64600,Source Verified,debt_consolidation,22.38,0,749,26.8,Fully Paid
5400,36 months,21.5,204.83,E,9 years,RENT,79700,Verified,credit_card,31.26,0,677,51.1,Charged Off
8400,60 months,11.9,186.43,B,4 years,OWN,77500,Source Verified,debt_consolidation,23.36,1,739,49.3,Fully Paid
18100,36 months,14.66,624.43,C,8 years,MORTGAGE,27600,Not Verified,debt_consolidation,13.54,0,720,37.1,Fully Paid
11700,36 months,13.96,399.65,C,3 years,MORTGAGE,86900,Verified,credit_card,11.84,0,706,53.8,Fully Paid
9500,36 months,8.83,301.35,A,10+ years,MORTGAGE,98800,Verified,small_business,40.53,0,765,69.2,Fully Paid
13100,36 months,6.46,401.26,A,3 years,MORTGAGE,92400,Not Verified,debt_consolidation,1.51,0,729,70.9,Fully Paid
4300,36 months,11.69,142.19,B,10+ years,MORTGAGE,72800,Source Verified,medical,43.97,1,742,32.5,Charged Off
19800,36 months,15.74,693.57,E,10+ years,OWN,59000,Source Verified,debt_consolidation,21.91,0,665,,Fully Paid
9700,60 months,11.87,215.13,C,8 years,MORTGAGE,41000,Verified,debt_consolidation,12.22,0,695,64.2,Fully Paid
34300,36 months,14.12,1174.29,C,2 years,RENT,35000,Verified,debt_consolidation,11.24,2,706,36.6,Fully Paid
8200,60 months,13.4,188.26,C,4 years,RENT,54700,Source Verified,home_improvement,8.67,1,708,,Fully Paid
9500,36 months,13.39,321.88,C,10+ years,MORTGAGE,50300,Not Verified,medical,21.91,0,688,73.0,Fully Paid
11700,36 months,14.9,405.01,C,4 years,MORTGAGE,130000,Not Verified,debt_consolidation,8.99,0,706,38.2,Fully Paid
19600,36 months,7.2,606.98,A,5 years,MORTGAGE,37400,Not Verified,debt_consolidation,9.2,0,743,12.9,Fully Paid
5900,36 months,10.74,192.43,B,10+ years,MORTGAGE,144600,Not Verified,home_improvement,3.24,0,718,56.1,Fully Paid
18500,36 months,13.77,630.22,C,5 years,MORTGAGE,175300,Not Verified,other,7.71,0,692,87.6,Fully Paid
12000,60 months,15.63,289.46,C,7 years,OTHER,34600,Verified,debt_consolidation,7.68,0,706,38.3,Fully Paid
13800,36 months,13.82,470.45,C,10+ years,RENT,126800,Source Verified,debt_consolidation,7.33,0,713,16.3,Fully Paid
5200,36 months,22.07,198.78,E,10+ years,MORTGAGE,38000,Not Verified,debt_consolidation,15.39,2,668,52.6,Fully Paid
5600,60 months,9.87,118.63,B,5 years,MORTGAGE,120300,Source Verified,car,8.4,1,699,47.0,Charged Off
40000,60 months,11.25,874.69,B,2 years,OWN,74500,Verified,debt_consolidation,9.54,0,701,69.9,Fully Paid
13000,60 months,7.47,260.31,A,10+ years,MORTGAGE,132300,Source Verified,credit_card,10.49,0,745,65.9,Fully Paid
13500,36 months,9.03,429.48,B,5 years,MORTGAGE,77700,Source Verified,medical,15.16,0,706,38.3,Fully Paid
10300,36 months,20.98,387.95,D,10+ years,OWN,26700,Verified,medical,14.02,0,687,61.6,Fully Paid
13000,36 months,9.47,416.25,B,8 years,MORTGAGE,83800,Source Verified,medical,20.83,1,708,31.6,Fully Paid
6700,36 months,12.44,223.95,B,5 years,MORTGAGE,73800,Verified,debt_consolidation,5.1,0,720,21.8,Fully Paid
5900,36 months,14.28,202.45,C,10+ years,OWN,94900,Not Verified,debt_consolidation,5.7,0,694,15.8,Fully Paid
10200,60 months,14.22,238.5,C,8 years,MORTGAGE,124900,Verified,debt_consolidation,11.48,1,689,56.3,Fully Paid
17400,36 months,10.29,563.82,B,7 years,RENT,46600,Not Verified,credit_card,30.99,1,728,38.6,Fully Paid
9000,36 months,15.26,313.14,D,1 year,MORTGAGE,99400,Verified,debt_consolidation,5.49,0,671,95.4,Fully Paid
4500,36 months,12.83,151.25,B,2 years,RENT,128900,Verified,debt_consolidation,13.38,0,722,50.1,Charged Off
14000,36 months,14.91,484.7,C,2 years,MORTGAGE,100100,Source Verified,credit_card,20.04,0,683,42.0,Fully Paid
9800,60 months,9.8,207.26,B,10+ years,OWN,50700,Verified,other,14.04,0,709,49.3,Fully Paid
14300,36 months,13.57,485.76,C,2 years,OWN,57500,Source Verified,credit_card,21.02,0,700,73.2,Charged Off
15100,36 months,10.46,490.5,B,10+ years,RENT,44200,Not Verified,debt_consolidation,13.99,0,737,41.7,Fully Paid
21000,60 months,21.71,576.54,E,5 years,MORTGAGE,39900,Verified,debt_consolidation,6.55,0,678,66.6,Charged Off
6600,60 months,18.23,168.42,E,6 years,OWN,37300,Verified,credit_card,12.84,0,682,17.4,Fully Paid
14300,60 months,9.37,299.42,B,6 years,RENT,32700,Not Verified,debt_consolidation,15.42,1,714,83.8,Fully Paid
7600,36 months,12.93,255.82,C,10+ years,RENT,32600,Verified,car,45.2,1,707,81.6,Fully Paid
10900,60 months,20.57,292.25,E,10+ years,RENT,143600,Not Verified,debt_consolidation,9.85,0,670,14.2,Charged Off
20800,36 months,16.14,732.7,D,10+ years,OWN,41400,Source Verified,debt_consolidation,28.57,0,684,49.8,Fully Paid
7800,60 months,9.03,162.03,B,10+ years,MORTGAGE,67500,Verified,debt_consolidation,21.97,0,735,17.5,Fully Paid
16700,36 months,14.65,576.05,C,1 year,RENT,44700,Source Verified,credit_card,10.66,0,697,89.0,Fully Paid
6700,60 months,12.66,151.28,C,9 years,MORTGAGE,44300,Verified,debt_consolidation,18.35,0,697,49.3,Fully Paid
16700,60 months,11.04,363.43,B,6 years,OTHER,102000,Not Verified,debt_consolidation,27.19,0,700,70.1,Fully Paid
6800,36 months,24.63,269.04,F,< 1 year,MORTGAGE,77600,Verified,other,14.87,0,647,49.7,Charged Off
13800,36 months,10.22,446.71,B,,RENT,105400,Not Verified,debt_consolidation,25.59,3,728,66.1,Fully Paid
15200,36 months,21.88,579.55,F,7 years,RENT,49400,Verified,debt_consolidation,19.6,0,652,57.0,Charged Off
1900,36 months,7.88,59.43,A,5 years,OWN,56200,Verified,credit_card,5.94,0,756,67.4,Fully Paid
17500,36 months,7.44,543.88,A,10+ years,RENT,89200,Not Verified,credit_card,38.1,0,756,74.3,Charged Off
13900,36 months,10.01,448.58,B,< 1 year,MORTGAGE,65200,Source Verified,credit_card,24.0,2,709,81.9,Fully Paid
15700,36 months,10.25,508.44,B,10+ years,RENT,85100,Not Verified,debt_consolidation,13.5,0,736,7.4,Fully Paid
17000,60 months,9.69,358.61,B,10+ years,RENT,59200,Verified,major_purchase,35.0,0,720,75.3,Fully Paid
26500,60 months,15.21,633.36,C,8 years,MORTGAGE,116800,Verified,debt_consolidation,10.85,0,700,84.9,Charged Off
14100,60 months,12.11,314.43,B,3 years,RENT,102500,Not Verified,credit_card,17.73,0,713,68.2,Fully Paid
13500,36 months,12.12,449.17,B,3 years,MORTGAGE,102600,Verified,credit_card,8.09,0,726,47.9,Fully Paid
7700,36 months,10.35,249.72,B,10+ years,RENT,33200,Not Verified,credit_card,6.65,0,718,66.0,Fully Paid
8300,36 months,12.77,278.74,C,1 year,RENT,89700,Verified,home_improvement,22.67,0,692,54.2,Charged Off
10000,60 months,10.8,216.43,B,8 years,MORTGAGE,163800,Not Verified,debt_consolidation,20.27,0,712,50.4,Fully Paid
13300,60 months,19.03,345.23,E,10+ years,MORTGAGE,59800,Not Verified,debt_consolidation,21.3,0,682,74.6,Charged Off
34800,36 months,13.02,1172.88,C,1 year,RENT,72300,Not Verified,debt_consolidation,8.6,1,729,18.5,Fully Paid
9800,36 months,24.66,387.89,F,10+ years,MORTGAGE,44100,Not Verified,credit_card,22.52,1,654,36.0,Charged Off
14700,36 months,13.18,496.58,B,10+ years,RENT,60400,Verified,debt_consolidation,40.9,0,716,19.1,Charged Off
8300,36 months,10.13,268.32,B,8 years,RENT,31600,Source Verified,debt_consolidation,25.16,1,709,71.0,Charged Off
24800,36 months,7.33,769.5,A,10+ years,MORTGAGE,100100,Not Verified,credit_card,6.34,0,743,78.9,Fully Paid
3700,36 months,11.63,122.24,C,7 years,RENT,80900,Source Verified,debt_consolidation,8.74,0,699,18.3,Fully Paid
4700,36 months,11.85,155.77,C,4 years,RENT,25100,Source Verified,other,35.8,0,706,63.1,Fully Paid
6900,36 months,14.69,238.14,C,1 year,OWN,52300,Source Verified,debt_consolidation,14.69,0,691,47.0,Fully Paid
23000,36 months,8.67,727.87,B,10+ years,MORTGAGE,22000,Source Verified,other,22.3,0,706,55.9,Fully Paid
22300,60 months,15.22,533.09,C,< 1 year,RENT,284200,Source Verified,credit_card,18.06,0,704,72.0,Fully Paid
9600,36 months,12.34,320.42,C,3 years,RENT,50700,Source Verified,debt_consolidation,12.09,0,728,56.3,Fully Paid
9800,36 months,13.33,331.76,C,10+ years,OWN,44100,Not Verified,major_purchase,17.32,1,695,21.1,Fully Paid
40000,36 months,12.17,1331.82,C,1 year,MORTGAGE,30400,Not Verified,credit_card,13.59,1,696,41.2,Fully Paid
4600,36 months,18.11,166.55,E,2 years,RENT,90500,Source Verified,credit_card,14.74,0,685,55.2,Charged Off
5800,60 months,12.96,131.85,C,4 years,MORTGAGE,61000,Source Verified,home_improvement,6.24,0,697,40.3,Fully Paid
14900,36 months,16.54,527.82,D,10+ years,MORTGAGE,73200,Verified,credit_card,13.97,0,682,41.1,Fully Paid
15000,60 months,10.7,323.9,B,10+ years,RENT,62500,Source Verified,debt_consolidation,19.11,0,710,83.2,Fully Paid
6200,36 months,10.05,200.2,B,6 years,MORTGAGE,33300,Not Verified,other,19.6,0,708,56.5,Fully Paid
21500,36 months,17.3,769.75,D,,MORTGAGE,46400,Not Verified,debt_consolidation,11.7,0,688,46.2,Charged Off
23600,36 months,17.17,843.4,D,9 years,MORTGAGE,179900,Not Verified,credit_card,7.65,0,698,,Fully Paid
20400,36 months,9.84,656.72,B,10+ years,MORTGAGE,142400,Verified,home_improvement,12.07,0,719,48.1,Fully Paid
23800,60 months,13.59,548.74,C,1 year,RENT,99900,Not Verified,home_improvement,14.69,1,683,75.9,Charged Off
14600,36 months,9.19,465.57,B,10+ years,RENT,47700,Not Verified,credit_card,28.88,0,703,68.0,Fully Paid
12800,36 months,13.47,434.19,C,2 years,RENT,100000,Not Verified,debt_consolidation,12.31,0,713,21.7,Fully Paid
8300,60 months,12.9,188.43,C,9 years,MORTGAGE,47100,Not Verified,debt_consolidation,28.21,2,690,47.6,Fully Paid
5200,36 months,11.63,171.8,B,< 1 year,OWN,68200,Source Verified,credit_card,11.64,0,714,62.6,Fully Paid
21200,36 months,10.35,687.55,B,2 years,RENT,93800,Source Verified,debt_consolidation,15.56,1,748,53.4,Fully Paid
18200,36 months,9.57,583.6,B,,RENT,21900,Verified,debt_consolidation,15.23,0,703,68.9,Fully Paid
7300,60 months,7.28,145.52,A,10+ years,RENT,90600,Not Verified,credit_card,11.37,0,733,69.8,Fully Paid
11000,60 months,10.63,237.14,B,10+ years,MORTGAGE,37200,Source Verified,credit_card,18.6,0,709,66.2,Fully Paid
10400,36 months,10.0,335.58,B,2 years,RENT,32900,Verified,debt_consolidation,27.67,0,689,59.6,Charged Off
13100,60 months,20.97,354.18,E,10+ years,RENT,40200,Verified,other,22.78,0,696,56.0,Charged Off
16100,60 months,10.88,349.09,B,10+ years,RENT,121900,Not Verified,home_improvement,13.86,1,732,14.9,Fully Paid
26800,60 months,9.92,568.37,B,3 years,RENT,70200,Not Verified,other,21.37,0,719,64.2,Fully Paid
21700,60 months,14.75,513.4,C,8 years,RENT,105600,Not Verified,credit_card,10.73,0,703,25.9,Fully Paid
6900,60 months,17.73,174.2,D,4 years,RENT,47300,Not Verified,debt_consolidation,22.25,1,662,51.2,Charged Off
16700,36 months,11.11,547.61,B,10+ years,MORTGAGE,112300,Source Verified,debt_consolidation,14.49,0,738,84.9,Fully Paid
14600,60 months,6.72,287.17,A,6 years,RENT,27000,Source Verified,major_purchase,22.0,1,726,43.0,Fully Paid
7000,60 months,15.37,167.89,E,7 years,RENT,82900,Source Verified,credit_card,22.0,0,664,48.0,Charged Off
6100,60 months,15.47,146.63,C,4 years,MORTGAGE,133800,Not Verified,credit_card,22.28,0,691,48.5,Fully Paid
7200,36 months,14.12,246.5,C,5 years,MORTGAGE,44200,Source Verified,other,16.42,0,693,32.4,Charged Off
17400,36 months,5.31,523.92,A,4 years,MORTGAGE,21600,Not Verified,debt_consolidation,14.24,0,754,42.5,Fully Paid
15000,60 months,11.19,327.56,B,10+ years,MORTGAGE,64600,Not Verified,debt_consolidation,17.09,1,737,56.3,Fully Paid
11800,36 months,12.98,397.47,C,10+ years,RENT,422500,Source Verified,debt_consolidation,17.11,0,685,20.1,Fully Paid
5700,60 months,10.75,123.22,B,1 year,RENT,35100,Not Verified,debt_consolidation,21.47,1,717,14.3,Fully Paid
11100,60 months,18.9,287.33,E,6 years,MORTGAGE,101400,Not Verified,major_purchase,18.02,0,671,66.8,Charged Off
14100,36 months,15.93,495.23,D,10+ years,OTHER,96000,Source Verified,debt_consolidation,11.38,1,701,32.4,Fully Paid
10000,36 months,12.65,335.26,C,2 years,OWN,40200,Not Verified,debt_consolidation,31.0,3,697,62.5,Fully Paid
21800,60 months,10.12,464.47,B,10+ years,OWN,42000,Verified,small_business,27.79,1,712,32.0,Charged Off
23400,36 months,13.86,798.17,C,3 years,MORTGAGE,45900,Source Verified,home_improvement,7.79,0,704,42.8,Fully Paid
6500,36 months,9.86,209.31,B,7 years,MORTGAGE,57200,Not Verified,debt_consolidation,15.41,0,714,78.1,Fully Paid
4400,36 months,10.42,142.84,B,10+ years,MORTGAGE,82700,Source Verified,credit_card,12.27,0,704,63.7,Fully Paid
11300,36 months,18.13,409.26,D,5 years,RENT,34000,Source Verified,medical,12.41,0,668,31.0,Fully Paid
19600,36 months,13.01,660.5,C,6 years,MORTGAGE,42200,Source Verified,credit_card,13.31,1,706,50.2,Fully Paid
7000,36 months,10.9,228.84,B,3 years,OTHER,46200,Verified,debt_consolidation,10.61,0,709,70.5,Fully Paid
12700,36 months,11.12,416.5,C,< 1 year,MORTGAGE,97900,Verified,credit_card,10.15,0,709,54.6,Fully Paid
10000,60 months,18.52,256.77,D,10+ years,RENT,94000,Not Verified,medical,10.17,0,656,50.5,Fully Paid
23700,36 months,7.51,737.33,B,10+ years,MORTGAGE,78100,Verified,other,25.62,0,714,46.1,Fully Paid
20400,36 months,12.19,679.42,C,5 years,MORTGAGE,34300,Source Verified,debt_consolidation,27.84,0,710,39.3,Charged Off
34300,36 months,11.03,1123.43,B,10+ years,MORTGAGE,45800,Verified,debt_consolidation,5.87,0,693,49.9,Fully Paid
8700,60 months,15.4,208.8,D,2 years,OWN,75400,Source Verified,debt_consolidation,26.05,0,698,40.6,Fully Paid
11800,36 months,6.57,362.03,A,10+ years,MORTGAGE,84600,Not Verified,debt_consolidation,30.12,0,743,70.0,Charged Off
17300,36 months,7.09,534.89,A,8 years,MORTGAGE,51700,Verified,credit_card,16.92,0,726,13.0,Fully Paid
8900,36 months,9.21,283.89,B,9 years,MORTGAGE,45600,Not Verified,debt_consolidation,14.59,0,718,22.3,Fully Paid
8000,60 months,18.21,204.06,E,10+ years,RENT,108600,Verified,credit_card,10.27,0,668,39.1,Fully Paid
19900,36 months,10.46,646.42,B,10+ years,MORTGAGE,29200,Not Verified,debt_consolidation,3.75,0,712,14.1,Fully Paid
4100,36 months,13.14,138.42,C,2 years,RENT,135300,Verified,major_purchase,23.45,0,722,81.8,Fully Paid
30700,36 months,10.08,991.76,B,10+ years,RENT,58100,Not Verified,debt_consolidation,17.74,0,718,47.5,Fully Paid
13900,36 months,6.53,426.21,A,10+ years,MORTGAGE,79700,Not Verified,credit_card,12.85,0,726,56.3,Fully Paid
8500,36 months,6.74,261.45,A,10+ years,MORTGAGE,78100,Verified,credit_card,22.06,3,757,47.9,Fully Paid
27200,60 months,11.66,600.39,B,10+ years,RENT,54400,Verified,debt_consolidation,16.54,1,717,22.8,Charged Off
11700,36 months,13.49,396.99,C,10+ years,MORTGAGE,75100,Not Verified,credit_card,20.35,0,687,63.6,Charged Off
13100,36 months,11.94,434.73,B,10+ years,RENT,20600,Source Verified,credit_card,9.2,0,737,55.9,Fully Paid
8400,60 months,12.58,189.32,C,10+ years,RENT,80200,Source Verified,credit_card,34.26,0,681,20.7,Charged Off
14500,60 months,11.55,319.26,B,4 years,OWN,130900,Source Verified,debt_consolidation,22.22,0,721,,Fully Paid
13500,36 months,9.73,433.9,B,9 years,MORTGAGE,61400,Verified,home_improvement,14.52,1,702,76.2,Fully Paid
13000,36 months,13.67,442.23,D,10+ years,RENT,25800,Source Verified,credit_card,17.37,0,691,69.4,Fully Paid
20100,36 months,10.98,657.86,B,10+ years,RENT,106900,Verified,home_improvement,14.02,0,722,43.9,Fully Paid
5800,60 months,10.77,125.44,B,8 years,MORTGAGE,76400,Not Verified,major_purchase,25.92,0,710,76.5,Fully Paid
6100,36 months,13.4,206.71,C,10+ years,RENT,45500,Not Verified,debt_consolidation,19.56,0,689,48.9,Charged Off
9600,36 months,21.06,361.98,E,9 years,RENT,83900,Not Verified,credit_card,17.73,1,668,52.8,Charged Off
9100,36 months,12.91,306.22,B,10+ years,OWN,146100,Not Verified,major_purchase,30.3,0,707,27.1,Fully Paid
27400,36 months,8.59,866.09,A,1 year,MORTGAGE,70100,Verified,debt_consolidation,16.92,0,738,29.5,Fully Paid
7200,36 months,15.51,251.39,D,10+ years,OWN,81700,Source Verified,debt_consolidation,19.86,0,675,65.5,Charged Off
7400,36 months,15.58,258.63,C,9 years,RENT,170900,Source Verified,debt_consolidation,28.41,0,713,48.8,Charged Off
8700,36 months,10.22,281.62,B,9 years,MORTGAGE,141600,Source Verified,debt_consolidation,12.62,0,698,63.1,Charged Off
6800,36 months,7.5,211.52,A,10+ years,MORTGAGE,90300,Not Verified,home_improvement,12.58,1,746,65.2,Fully Paid
8200,36 months,9.44,262.44,B,< 1 year,RENT,43100,Verified,debt_consolidation,29.9,0,708,32.2,Fully Paid
7500,60 months,24.93,219.83,E,,RENT,205500,Verified,debt_consolidation,4.43,1,657,62.1,Fully Paid
8600,36 months,11.09,281.92,B,< 1 year,MORTGAGE,94800,Source Verified,debt_consolidation,14.75,0,719,32.9,Fully Paid
6400,60 months,11.62,141.14,C,10+ years,MORTGAGE,26700,Not Verified,debt_consolidation,17.94,0,698,76.4,Fully Paid
7700,36 months,7.16,238.32,A,2 years,RENT,78000,Not Verified,credit_card,16.31,1,733,38.8,Fully Paid
6200,36 months,14.71,214.05,D,< 1 year,OWN,98500,Verified,debt_consolidation,17.48,0,693,49.7,Fully Paid
16500,36 months,9.23,526.46,B,10+ years,OWN,120600,Not Verified,debt_consolidation,9.18,0,717,75.5,Fully Paid
4800,60 months,10.36,102.84,B,5 years,MORTGAGE,47700,Not Verified,debt_consolidation,10.6,0,716,47.5,Fully Paid
7400,36 months,11.35,243.49,B,10+ years,RENT,57300,Verified,credit_card,8.46,0,711,50.0,Fully Paid
10700,60 months,13.96,248.75,C,10+ years,MORTGAGE,42600,Verified,major_purchase,11.18,1,688,51.8,Fully Paid
10900,60 months,14.76,257.94,D,< 1 year,MORTGAGE,47900,Source Verified,debt_consolidation,29.98,0,679,62.6,Charged Off
9100,36 months,16.19,320.78,E,5 years,RENT,29700,Not Verified,debt_consolidation,26.44,2,653,57.2,Charged Off
5600,36 months,13.45,189.9,C,4 years,RENT,24600,Not Verified,debt_consolidation,21.08,0,715,50.3,Charged Off
15700,36 months,18.07,568.14,E,3 years,MORTGAGE,40500,Source Verified,credit_card,18.52,0,645,26.7,Fully Paid
10400,60 months,14.29,243.56,C,5 years,RENT,120100,Not Verified,debt_consolidation,11.65,0,723,53.4,Fully Paid
8600,36 months,12.28,286.79,C,3 years,RENT,65200,Verified,debt_consolidation,10.98,1,694,89.9,Fully Paid
14300,36 months,11.08,468.71,B,10+ years,MORTGAGE,133400,Not Verified,credit_card,8.13,0,762,19.0,Fully Paid
9600,36 months,12.49,321.11,C,< 1 year,MORTGAGE,47600,Verified,credit_card,5.93,1,701,74.8,Fully Paid
29100,36 months,13.66,989.77,C,4 years,RENT,44200,Source Verified,debt_consolidation,10.96,0,704,24.2,Fully Paid
2900,60 months,17.62,73.04,D,3 years,RENT,86100,Verified,car,17.24,0,680,60.0,Fully Paid
10700,36 months,27.59,440.22,G,10+ years,OWN,146200,Not Verified,credit_card,14.66,0,654,32.0,Fully Paid
7400,36 months,22.43,284.26,F,10+ years,MORTGAGE,70400,Not Verified,debt_consolidation,23.02,0,656,91.2,Fully Paid
25000,36 months,8.4,788.03,A,,MORTGAGE,125400,Source Verified,debt_consolidation,9.44,0,735,33.9,Fully Paid
22200,36 months,11.46,731.65,B,,RENT,53900,Verified,debt_consolidation,15.38,0,707,33.0,Fully Paid
17800,36 months,12.79,597.95,B,3 years,MORTGAGE,12800,Not Verified,credit_card,20.69,1,715,48.2,Fully Paid
20300,60 months,15.56,488.92,D,10+ years,RENT,78600,Source Verified,debt_consolidation,22.56,1,689,80.6,Fully Paid
5100,36 months,19.12,187.26,D,8 years,OWN,40400,Source Verified,debt_consolidation,13.43,0,690,49.9,Fully Paid
13900,36 months,7.24,430.72,A,10+ years,MORTGAGE,106400,Source Verified,home_improvement,6.64,2,746,59.0,Fully Paid
9800,36 months,10.0,316.22,B,3 years,MORTGAGE,73200,Verified,major_purchase,9.99,2,714,59.3,Fully Paid
14500,36 months,6.89,446.99,A,2 years,MORTGAGE,35500,Not Verified,debt_consolidation,13.05,1,740,72.7,Fully Paid
14300,60 months,13.94,332.29,C,2 years,MORTGAGE,28000,Not Verified,credit_card,11.92,0,697,54.9,Fully Paid
19400,36 months,7.53,603.73,A,10+ years,MORTGAGE,66200,Not Verified,debt_consolidation,13.24,0,738,6.7,Fully Paid
13500,60 months,10.33,289.03,B,10+ years,MORTGAGE,44800,Not Verified,debt_consolidation,21.13,0,725,76.9,Fully Paid
26100,60 months,5.89,503.25,A,7 years,RENT,29700,Not Verified,car,15.5,1,746,33.9,Fully Paid
10500,36 months,8.17,329.86,A,3 years,RENT,49500,Not Verified,debt_consolidation,3.96,0,775,55.2,Fully Paid
4300,36 months,10.27,139.29,B,1 year,RENT,67600,Source Verified,credit_card,12.73,0,725,87.3,Fully Paid
31300,36 months,14.11,1071.43,C,1 year,RENT,83400,Source Verified,debt_consolidation,23.67,0,680,17.3,Fully Paid
20500,36 months,16.8,728.84,D,10+ years,OWN,102000,Source Verified,credit_card,8.65,0,680,45.8,Fully Paid
12400,60 months,11.51,272.77,B,10+ years,MORTGAGE,35600,Not Verified,debt_consolidation,13.4,0,706,42.1,Fully Paid
24500,60 months,11.78,542.27,B,10+ years,MORTGAGE,106300,Not Verified,debt_consolidation,12.25,0,706,17.4,Fully Paid
40000,60 months,14.86,948.66,D,1 year,MORTGAGE,33300,Not Verified,debt_consolidation,7.45,0,668,9.5,Fully Paid
14000,36 months,15.26,487.1,D,< 1 year,RENT,40400,Not Verified,debt_consolidation,8.17,1,689,63.2,Fully Paid
11500,36 months,13.55,390.53,C,4 years,RENT,82700,Source Verified,medical,21.66,1,692,60.0,Fully Paid
2000,60 months,12.12,44.61,C,8 years,RENT,66300,Verified,home_improvement,13.12,0,715,27.9,Fully Paid
13900,36 months,22.56,534.88,E,10+ years,OWN,48200,Source Verified,small_business,17.66,0,658,88.2,Fully Paid
31100,36 months,9.72,999.43,B,7 years,RENT,110300,Not Verified,major_purchase,8.84,0,744,46.2,Fully Paid
25900,36 months,11.25,851.0,C,4 years,MORTGAGE,88100,Verified,credit_card,44.24,1,705,16.7,Fully Paid
3900,36 months,6.72,119.92,A,8 years,RENT,36200,Verified,medical,15.2,0,733,35.3,Fully Paid
8200,60 months,9.47,172.1,B,10+ years,RENT,92600,Verified,debt_consolidation,9.07,0,725,57.1,Fully Paid
4600,36 months,13.44,155.97,C,2 years,MORTGAGE,42800,Verified,major_purchase,13.67,0,693,72.6,Fully Paid
14800,60 months,7.57,297.05,A,10+ years,MORTGAGE,119700,Source Verified,debt_consolidation,12.4,1,756,65.3,Fully Paid
7300,36 months,15.84,256.07,D,3 years,MORTGAGE,104300,Verified,credit_card,44.31,1,675,64.9,Charged Off
3900,36 months,13.16,131.71,D,1 year,MORTGAGE,78800,Verified,home_improvement,35.84,0,697,85.4,Fully Paid
14300,36 months,13.22,483.34,C,,MORTGAGE,57100,Source Verified,debt_consolidation,19.21,0,707,58.4,Fully Paid
16300,36 months,10.31,528.33,B,3 years,RENT,84800,Source Verified,debt_consolidation,9.78,0,713,62.1,Fully Paid
4100,36 months,13.08,138.3,C,6 years,OTHER,99600,Verified,credit_card,30.86,1,687,65.5,Fully Paid
4800,36 months,11.13,157.44,B,4 years,RENT,67400,Verified,credit_card,5.73,1,724,74.3,Fully Paid
40000,60 months,18.51,1026.87,D,4 years,MORTGAGE,59900,Verified,debt_consolidation,28.19,0,698,86.8,Fully Paid
13800,36 months,12.08,458.88,B,10+ years,RENT,16200,Verified,home_improvement,3.94,1,726,56.8,Fully Paid
6600,36 months,6.79,203.16,A,10+ years,MORTGAGE,100000,Source Verified,home_improvement,9.26,0,734,79.0,Fully Paid
15000,36 months,15.37,522.7,C,10+ years,MORTGAGE,59300,Not Verified,debt_consolidation,11.57,0,681,47.8,Fully Paid
3700,36 months,11.95,122.8,C,10+ years,MORTGAGE,132300,Not Verified,debt_consolidation,14.91,2,693,41.0,Fully Paid
22100,60 months,13.81,512.05,C,< 1 year,MORTGAGE,169900,Source Verified,debt_consolidation,13.09,0,711,4.3,Fully Paid
19200,36 months,18.0,694.13,E,10+ years,RENT,32100,Source Verified,other,9.91,0,682,44.5,Charged Off
12500,36 months,16.34,441.56,D,10+ years,MORTGAGE,30700,Not Verified,credit_card,9.55,0,675,65.2,Fully Paid
